3
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
-0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
0.00	13.00	0.00	13
-12.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
0.00	1.00	0.00	1
12.00	13.00	1.36	13
0.00	13.00	0.86	13
-0.00	13.00	0.55	13
0.95	13.94	2.26	14
0.00	13.94	1.43	14
-5.61	8.34	25.10	7
0.00	8.34	15.87	7
0.31	8.64	10.31	7
0.04	8.68	6.52	7
3.18	11.86	6.44	12
0.28	12.14	5.27	12
-2.29	9.85	30.03	6
-1.20	8.65	40.79	6
-1.30	7.35	30.64	6
on!
0.64	5.84	63.25	2
2.91	8.75	65.17	12
0.70	9.45	48.78	12
-3.42	6.03	96.64	2
1.72	7.75	75.08	12
-0.47	7.28	72.29	12
-4.04	3.24	71.10	1
1.16	4.40	64.36	1
2.08	6.48	55.15	12
2.01	8.49	41.84	12
3.52	12.02	37.38	12
1.09	13.11	26.29	15
0.97	14.08	17.99	15
-7.75	6.33	42.12	4
